year,month,day,grouse_depth,grouse_swe,grouse_density,dog_depth,dog_swe,dog_density,orchid_depth,orchid_swe,orchid_density,disappointment_depth,disappointment_swe,disappointment_density,palisade_depth,palisade_swe,palisade_density,snowline,enso_phase,enso_oni,enso_oni_main,pdo_phase,pdo_anomaly,pdo_phase_main,sca_%
1936,1,1,,,,,,,,,,,,,,,,,neutral,0.2,neutral,positive,2.17,positive,
1936,2,1,,,,,,,,,,,,,,,,,neutral,0.3,neutral,positive,1.6,positive,
1936,3,1,,,,,,,,,,,,,,,,,neutral,0.5,neutral,positive,1.19,positive,
1936,4,1,320,1316,41.13,,,,,,,,,,,,,,neutral,0.4,neutral,positive,1.19,positive,
1936,5,1,,,,,,,,,,,,,,,,,neutral,0.4,neutral,positive,1.64,positive,
1936,5,15,,,,,,,,,,,,,,,,,neutral,0.4,neutral,positive,2.24,positive,
1936,6,1,,,,,,,,,,,,,,,,,neutral,0.3,neutral,positive,2.24,positive,
1936,6,15,,,,,,,,,,,,,,,,,neutral,0.3,neutral,positive,2.56,positive,
1937,1,1,,,,,,,,,,,,,,,,,neutral,-0.1,neutral,positive,0.06,positive,
1937,2,1,,,,,,,,,,,,,,,,,neutral,-0.3,neutral,negative,-0.45,positive,
1937,3,1,,,,,,,,,,,,,,,,,neutral,-0.1,neutral,negative,-0.28,positive,
1937,4,1,239,1143,47.82,,,,,,,,,,,,,,neutral,0.1,neutral,negative,-0.69,positive,
1937,5,1,,,,,,,,,,,,,,,,,neutral,0.2,neutral,negative,-0.39,positive,
1937,5,15,,,,,,,,,,,,,,,,,neutral,0.2,neutral,positive,0.56,positive,
1937,6,1,,,,,,,,,,,,,,,,,neutral,0,neutral,positive,1.16,positive,
1937,6,15,,,,,,,,,,,,,,,,,neutral,0,neutral,positive,0.1,positive,
1938,1,1,,,,,,,,,,,,,,,,,negative,-0.6,negative,positive,1.53,positive,
1938,2,1,,,,,,,,,,,,,,,,,negative,-0.8,negative,positive,0.28,positive,
1938,3,1,,,,,,,,,,,,,,,,,negative,-0.7,negative,negative,-0.45,positive,
1938,4,1,292,1229,42.09,,,,,,,,,,,,,,negative,-0.8,negative,negative,-0.22,positive,
1938,5,1,,,,,,,,,,,,,,,,,negative,-0.5,negative,negative,-0.59,positive,
1938,5,15,,,,,,,,,,,,,,,,,negative,-0.5,negative,negative,-0.62,positive,
1938,6,1,,,,,,,,,,,,,,,,,negative,-0.6,negative,negative,-0.62,positive,
1938,6,15,,,,,,,,,,,,,,,,,negative,-0.6,negative,negative,-0.63,positive,
1939,1,1,,,,,,,,,,,,,,,,,negative,-0.9,negative,positive,1.17,positive,
1939,2,1,,,,,,,,,,,,,,,,,negative,-0.8,negative,negative,-0.1,positive,
1939,3,1,,,,,,,,,,,,,,,,,negative,-0.5,negative,negative,-0.63,positive,
1939,4,1,328,1659,50.58,,,,,,,,,,,,,,neutral,-0.4,negative,positive,0.03,positive,
1939,5,1,,,,,,,,,,,,,,,,,neutral,-0.2,negative,positive,0.12,positive,
1939,5,15,,,,,,,,,,,,,,,,,neutral,0.3,negative,positive,0.05,positive,
1939,6,1,,,,,,,,,,,,,,,,,neutral,0.3,negative,negative,-0.07,positive,
1939,6,15,,,,,,,,,,,,,,,,,neutral,0.3,negative,negative,-0.68,positive,
1940,1,1,,,,,,,,,,,,,,,,,neutral,0.4,neutral,positive,1.82,positive,
1940,2,1,,,,,,,,,,,,,,,,,neutral,0.5,neutral,positive,1.55,positive,
1940,3,1,,,,,,,,,,,,,,,,,neutral,0.5,neutral,positive,1.87,positive,
1940,4,1,89,460,51.69,,,,,,,,,,,,,,neutral,0.4,neutral,positive,2.06,positive,
1940,5,1,,,,,,,,,,,,,,,,,neutral,0.4,neutral,positive,1.76,positive,
1940,5,15,,,,,,,,,,,,,,,,,neutral,0.4,neutral,positive,2.07,positive,
1940,6,1,,,,,,,,,,,,,,,,,neutral,0.3,neutral,positive,2.07,positive,
1940,6,15,,,,,,,,,,,,,,,,,neutral,0.3,neutral,positive,1.82,positive,
1941,1,1,,,,,,,,,,,,,,,,,positive,1.1,positive,positive,2.67,positive,
1941,2,1,,,,,,,,,,,,,,,,,positive,1,positive,positive,2.86,positive,
1941,3,1,,,,,,,,,,,,,,,,,positive,1.1,positive,positive,2.43,positive,
1941,4,1,76,376,49.47,,,,,,,,,,,,,,positive,0.8,positive,positive,2.31,positive,
1941,5,1,,,,,,,,,,,,,,,,,positive,0.5,positive,positive,2.07,positive,
1941,5,15,,,,,,,,,,,,,,,,,positive,0.5,positive,positive,2.56,positive,
1941,6,1,,,,,,,,,,,,,,,,,positive,0.5,positive,positive,2.83,positive,
1941,6,15,,,,,,,,,,,,,,,,,positive,0.5,positive,positive,3.01,positive,
1942,1,1,,,,,,,,,,,,,,,,,neutral,0.4,neutral,positive,2.48,positive,
1942,2,1,,,,,,,,,,,,,,,,,neutral,0.2,neutral,positive,1.96,positive,
1942,3,1,,,,,,,,,,,,,,,,,neutral,0.1,neutral,positive,1.11,positive,
1942,4,1,168,759,45.18,,,,,,,,,,,,,,neutral,-0.1,neutral,positive,0.97,positive,
1942,5,1,,,,,,,,,,,,,,,,,neutral,-0.3,neutral,positive,0.53,positive,
1942,5,15,,,,,,,,,,,,,,,,,neutral,-0.3,neutral,positive,0.77,positive,
1942,6,1,,,,,,,,,,,,,,,,,negative,-0.5,neutral,positive,0.77,positive,
1942,6,15,,,,,,,,,,,,,,,,,negative,-0.5,neutral,positive,0.58,positive,
1943,1,1,,,,,,,,,,,,,,,,,negative,-1.4,negative,negative,-1.62,positive,
1943,2,1,,,,,,,,,,,,,,,,,negative,-1.3,negative,negative,-0.7,positive,
1943,3,1,,,,,,,,,,,,,,,,,negative,-1,negative,positive,0.32,positive,
1943,4,1,257,1039,40.43,,,,,,,,,,,,,,negative,-0.6,negative,positive,1.28,positive,
1943,5,1,,,,,,,,,,,,,,,,,neutral,-0.2,negative,positive,0.58,positive,
1943,5,15,,,,,,,,,,,,,,,,,neutral,0,negative,positive,0.15,positive,
1943,6,1,,,,,,,,,,,,,,,,,neutral,0.1,negative,negative,-0.14,positive,
1943,6,15,,,,,,,,,,,,,,,,,neutral,0.1,negative,negative,-0.22,positive,
1944,1,1,,,,,,,,,,,,,,,,,neutral,-0.4,neutral,positive,1.58,positive,
1944,2,1,,,,,,,,,,,,,,,,,neutral,-0.2,neutral,positive,0.25,positive,
1944,3,1,,,,,,,,,,,,,,,,,neutral,0,neutral,negative,-0.53,negative,
1944,4,1,180,767,42.61,,,,,,,,,,,,,,neutral,0.2,neutral,negative,-0.87,negative,
1944,5,1,,,,,,,,,,,,,,,,,neutral,0.3,neutral,negative,-1.76,negative,
1944,5,15,,,,,,,,,,,,,,,,,neutral,0.4,neutral,negative,-1.92,negative,
1944,6,1,,,,,,,,,,,,,,,,,neutral,0.4,neutral,negative,-2.1,negative,
1944,6,15,,,,,,,,,,,,,,,,,neutral,0.3,neutral,negative,-1.49,negative,
1945,1,1,,,,,,,,,,,,,,,,,negative,-0.9,negative,negative,-0.09,negative,
1945,2,1,,,,,,,,,,,,,,,,,negative,-0.8,negative,negative,-0.34,negative,
1945,3,1,,,,,,,,,,,,,,,,,negative,-0.5,negative,negative,-0.06,negative,
1945,4,1,262,1064,40.61,361,1314,36.4,,,,,,,,,,,neutral,-0.3,negative,negative,-0.37,negative,
1945,5,1,,,,,,,,,,,,,,,,,neutral,-0.2,negative,negative,-0.38,negative,
1945,5,15,,,,,,,,,,,,,,,,,neutral,-0.2,negative,negative,-0.17,negative,
1945,6,1,,,,,,,,,,,,,,,,,neutral,-0.1,negative,positive,0.16,negative,
1945,6,15,,,,,,,,,,,,,,,,,neutral,-0.1,negative,positive,0.31,negative,
1946,1,1,,,,,,,,,,,,,,,,,negative,-1.1,negative,negative,-1.1,negative,
1946,2,1,,,,,,,,,,,,,,,,,negative,-1,negative,positive,0.67,negative,
1946,3,1,,,,,,,,,,,,,,,,,negative,-0.9,negative,positive,0.73,negative,
1946,4,1,721,2497,34.63,732,2560,34.97,,,,,,,765,2845,37.19,,negative,-0.8,negative,positive,0.67,negative,
1946,5,1,,,,,,,,,,,,,,,,,negative,-0.6,negative,negative,-0.45,negative,
1946,5,15,,,,,,,,,,,,,,,,,negative,-0.6,negative,negative,-0.52,negative,
1946,6,1,,,,,,,,,,,,,,,,,negative,-0.6,negative,negative,-0.63,negative,
1946,6,15,,,,,,,,,,,,,,,,,negative,-0.6,negative,negative,-0.07,negative,
1947,1,1,,,,,,,,,,,,,,,,,neutral,-0.1,neutral,negative,-0.15,negative,
1947,2,1,,,,,,,,,,,,,,,,,neutral,0.2,neutral,positive,0.22,negative,
1947,3,1,,,,,,,,,,,,,,,,,neutral,0.1,neutral,positive,0.31,negative,
1947,4,1,216,1008,46.67,257,1171,45.56,,,,,,,279,1204,43.15,,neutral,0.2,neutral,positive,0.1,negative,
1947,5,1,,,,,,,,,,,,,,,,,neutral,0.2,neutral,negative,-0.36,negative,
1947,5,15,,,,,,,,,,,,,,,,,neutral,0.2,neutral,positive,0.15,negative,
1947,6,1,,,,,,,,,,,,,,,,,neutral,0.1,neutral,positive,0.67,negative,
1947,6,15,,,,,,,,,,,,,,,,,neutral,0.1,neutral,positive,0.78,negative,
1948,1,1,,,,,,,,,,,,,,,,,neutral,0.1,neutral,positive,0.27,negative,
1948,2,1,,,,,,,,,,,,,,,,,neutral,0.2,neutral,negative,-0.32,negative,
1948,3,1,,,,,,,,,,,,,,,,,neutral,0.5,neutral,negative,-1.11,negative,
1948,4,1,424,1735,40.92,437,2024,46.32,,,,,,,447,1722,38.52,,neutral,0.4,neutral,negative,-1.13,negative,
1948,5,1,,,,,,,,,,,,,,,,,neutral,0.2,neutral,negative,-1.78,negative,
1948,5,15,,,,,,,,,,,,,,,,,neutral,0.2,neutral,negative,-0.69,negative,
1948,6,1,,,,,,,,,,,,,,,,,neutral,0.1,neutral,negative,-0.01,negative,
1948,6,15,,,,,,,,,,,,,,,,,neutral,0.1,neutral,negative,-0.1,negative,
1949,1,1,,,,,,,,,,,,,,,,,neutral,0.1,neutral,negative,-2.82,negative,
1949,2,1,,,,,,,,,,,,,,,,,neutral,0.2,neutral,negative,-3.17,negative,
1949,3,1,,,,,,,,,,,,,,,,,neutral,0,neutral,negative,-1.82,negative,
1949,4,1,406,1580,38.92,381,1470,38.58,,,,,,,450,1800,40,,neutral,0,neutral,negative,-1.54,negative,
1949,5,1,,,,,,,,,,,,,,,,,neutral,-0.2,neutral,negative,-1.37,negative,
1949,5,15,,,,,,,,,,,,,,,,,neutral,-0.2,neutral,negative,-1.3,negative,
1949,6,1,,,,,,,,,,,,,,,,,neutral,-0.2,neutral,negative,-1.21,negative,
1949,6,15,,,,,,,,,,,,,,,,,neutral,-0.1,neutral,negative,-1.48,negative,
1950,1,1,,,,,,,,,,,,,,,,,negative,-1.53,negative,negative,-1.61,negative,
1950,2,1,188,640,34.04,,,,,,,,,,,,,,negative,-1.34,negative,negative,-2.17,negative,
1950,3,1,277,925,33.39,,,,,,,,,,394,1245,31.6,,negative,-1.16,negative,negative,-1.89,negative,
1950,4,1,406,1545,38.05,452,1680,37.17,,,,,,,518,1810,34.94,,negative,-1.18,negative,negative,-1.99,negative,
1950,5,1,351,1510,43.02,,,,,,,,,,419,1702,40.62,,negative,-1.07,negative,negative,-3.19,negative,
1950,5,15,,,,,,,,,,,,,358,1626,45.42,,negative,-0.85,negative,negative,-2.78,negative,
1950,6,1,,,,,,,,,,,,,,,,,negative,-0.7,negative,negative,-2.52,negative,
1950,6,15,,,,,,,,,,,,,,,,,negative,-0.54,negative,negative,-3.65,negative,
1951,1,1,,,,,,,,,,,,,,,,,negative,-0.82,negative,negative,-1.19,negative,
1951,2,1,163,642,39.39,193,660,34.2,,,,,,,,,,,negative,-0.54,negative,negative,-1.52,negative,
1951,3,1,213,835,39.2,259,1082,41.78,,,,,,,287,1045,36.41,,neutral,-0.17,negative,negative,-1.72,negative,
1951,4,1,241,985,40.87,328,1275,38.87,,,,,,,378,1387,36.69,,neutral,0.18,negative,negative,-1.35,negative,
