Date,mean_TW
3/23/2013,3.702742361
3/24/2013,3.695734375
3/25/2013,3.744732986
3/26/2013,3.815580556
3/27/2013,3.899532292
3/28/2013,4.044521181
3/29/2013,4.214896181
3/30/2013,4.440596875
3/31/2013,4.670884722
4/1/2013,4.844498958
4/2/2013,5.154597222
4/3/2013,5.229538194
4/4/2013,5.115571528
4/5/2013,5.066842361
4/6/2013,4.926187847
4/7/2013,4.927722917
4/8/2013,5.1295875
4/9/2013,5.094984375
4/10/2013,5.055651389
4/11/2013,5.344989583
4/12/2013,4.821207292
4/13/2013,4.885007292
4/14/2013,4.927053819
4/15/2013,4.969319444
4/16/2013,5.093587847
4/17/2013,5.148769792
4/18/2013,5.429149306
4/19/2013,5.334899306
4/20/2013,5.686556597
4/21/2013,5.718625
4/22/2013,5.691545139
4/23/2013,5.760302431
4/24/2013,6.063324306
4/25/2013,6.267994792
4/26/2013,6.659097222
4/27/2013,6.948452083
4/28/2013,7.095584722
4/29/2013,7.139989931
4/30/2013,7.075069444
5/1/2013,6.760670486
5/2/2013,6.955919444
5/3/2013,7.139254861
5/4/2013,7.575297222
5/5/2013,7.750559028
5/6/2013,8.022536806
5/7/2013,8.395556944
5/8/2013,8.793245833
5/9/2013,9.018794097
5/10/2013,9.339160764
5/11/2013,9.432542361
5/12/2013,9.139980208
5/13/2013,9.081277778
5/14/2013,8.983900694
5/15/2013,8.950069792
5/16/2013,9.009446181
5/17/2013,8.732551736
5/18/2013,8.920223958
5/19/2013,9.170948958
5/20/2013,9.165639583
5/21/2013,8.95595625
5/22/2013,9.219050347
5/23/2013,9.265920139
5/24/2013,9.4929625
5/25/2013,9.748821528
5/26/2013,9.747745486
5/27/2013,9.779536111
5/28/2013,9.8643
5/29/2013,9.923866319
5/30/2013,9.587750694
5/31/2013,10.02959757
6/1/2013,10.26458993
6/2/2013,10.36202222
6/3/2013,10.40796806
6/4/2013,10.83845243
6/5/2013,11.6602066
6/6/2013,12.20988438
6/7/2013,12.83524688
6/8/2013,12.70005243
6/9/2013,12.64812014
6/10/2013,12.73310347
6/11/2013,12.77550799
6/12/2013,12.66279028
6/13/2013,12.94246146
6/14/2013,12.77148542
6/15/2013,12.81146563
6/16/2013,13.54385069
6/17/2013,13.79579653
6/18/2013,14.40516493
6/19/2013,14.6054191
6/20/2013,14.6274566
6/21/2013,14.08586042
6/22/2013,14.4319191
6/23/2013,14.37847465
6/24/2013,14.33109479
6/25/2013,14.02240104
6/26/2013,14.16050243
6/27/2013,14.04664549
6/28/2013,13.64117847
6/29/2013,13.51113993
6/30/2013,13.71769931
7/1/2013,14.72185035
7/2/2013,15.38524271
7/3/2013,16.24415313
7/4/2013,16.33918472
7/5/2013,16.7060875
7/6/2013,16.76157083
7/7/2013,17.63082951
7/8/2013,18.0592066
7/9/2013,18.42205313
7/10/2013,18.96744792
7/11/2013,18.59135903
7/12/2013,18.41506667
7/13/2013,18.23883472
7/14/2013,18.43094028
7/15/2013,18.70230347
7/16/2013,18.90999028
7/17/2013,19.19907847
7/18/2013,19.49128958
7/19/2013,19.73773646
7/20/2013,20.28065451
7/21/2013,20.62560521
7/22/2013,20.91141319
7/23/2013,21.12532951
7/24/2013,21.33572708
7/25/2013,21.43485694
7/26/2013,21.40147813
7/27/2013,21.37554583
7/28/2013,21.2779441
7/29/2013,21.32608611
7/30/2013,21.43536563
7/31/2013,21.61256076
8/1/2013,21.65162708
8/2/2013,21.22772257
8/3/2013,21.03088889
8/4/2013,21.02236076
8/5/2013,21.25115764
8/6/2013,21.45619896
8/7/2013,21.61277396
8/8/2013,21.75379965
8/9/2013,21.94953542
8/10/2013,22.03889271
8/11/2013,21.94938056
8/12/2013,21.777925
8/13/2013,21.83622326
8/14/2013,21.70248681
8/15/2013,21.53848993
8/16/2013,21.242875
8/17/2013,21.26996181
8/18/2013,20.93438507
8/19/2013,20.626425
8/20/2013,20.49386458
8/21/2013,20.35584896
8/22/2013,20.34466493
8/23/2013,20.23548576
8/24/2013,20.07220833
8/25/2013,19.98505
8/26/2013,19.94914688
8/27/2013,19.77096944
8/28/2013,19.67679063
8/29/2013,19.62244028
8/30/2013,19.23938993
8/31/2013,18.63396771
9/1/2013,18.57898299
9/2/2013,18.65311181
9/3/2013,18.55451181
9/4/2013,18.38137882
9/5/2013,18.29605313
9/6/2013,18.17808542
9/7/2013,18.32278125
9/8/2013,18.45162743
9/9/2013,18.61548438
9/10/2013,18.79188264
9/11/2013,19.06253021
9/12/2013,19.18743793
9/13/2013,19.27059063
9/14/2013,19.10058958
9/15/2013,19.09404826
9/16/2013,18.77421493
9/17/2013,18.52446354
9/18/2013,18.3508
9/19/2013,18.23784271
9/20/2013,17.99524722
9/21/2013,17.83086146
9/22/2013,17.72155313
9/23/2013,17.12453125
9/24/2013,16.69463542
9/25/2013,16.24660104
9/26/2013,15.88643819
9/27/2013,15.53559201
9/28/2013,15.22945764
9/29/2013,14.37881771
9/30/2013,13.23630972
10/1/2013,12.70506806
10/2/2013,12.24031528
10/3/2013,11.87728264
10/4/2013,11.59850243
10/5/2013,11.48011597
10/6/2013,11.5112309
10/7/2013,11.73631319
10/8/2013,11.7093684
10/9/2013,11.35291042
10/10/2013,11.33265556
